country,director,genres,id_IMDb,name,rating_IMDb,year
"Франция,Испания,Бельгия,Италия",Мишель Осело,"фэнтези,приключение",0439123,Азур и Азмар,7.4,2006
unknown,Коити Масимо,"комедия,научная фантастика",unknown,,unknown,unknown
unknown,Осаму Тэдзука,"приключения,научная фантастика",unknown,"Астробой (аниме, 2003)",unknown,unknown
США,"Бен Шарпстин,Клайд Джероними,Уилфред Джексон,Хэмилтон Ласк","мюзикл,фэнтезийная комедия",0043274,"Алиса в Стране чудес (мультфильм, 1951)",7.3,1951
СССР,Анатолий Аляшев,unknown,9212552,А у тебя есть солнце?,5.7,1974
Россия,Максим Поляков,детский,unknown,Волшебные холмы,unknown,"2005,2006"
unknown,Нобору Исигуро,"космическая опера,меха",unknown,Гиперпространственная крепость Макросс,unknown,unknown
"Франция,Бельгия,Канада","Кристиан Димар,Франк Экинджи","альтернативная история,приключения,стимпанк",3422078,Аврил и поддельный мир,7.2,2015
unknown,Масахико Мурата,"боевик,фантастика",unknown,Гильгамеш (аниме),unknown,unknown
unknown,Такаси Ватанабэ,сэйнэн,unknown,Герой-рационал перестраивает королевство,unknown,
СССР,Роман Качанов,"детский,исторический",2331648,Аврора (мультфильм),6.6,1973
США,Карен Дишер,"мультфильм,ситуационная комедия",0285627,А скоро колледж?,8.2,2002
США,"Карен Дишер,Гай Мур","мультфильм,ситуационная комедия",0250440,А скоро осень?,8.1,2000
СССР,"Ц,Оршанский",сатира,5871956,"А вы, друзья, как ни садитесь…",5.5,1972
США,"Джим Каммеруд,Брайан Смит","комедия,мультипликация",0324941,101 далматинец 2: Приключения Патча в Лондоне,5.7,2003
СССР,Лидия Сурикова,unknown,7974142,А в этой сказке было так…,5.3,1984
unknown,unknown,unknown,unknown,Генератор Рекс,unknown,unknown
unknown,Тосиюки Цуру,"боевик,драма,организованная преступность,научная фантастика",unknown,Гангрейв,unknown,unknown
СССР,"Ю,Норштейн,А,Тюрин","фильм-,плакат",0062623,25-е — первый день,6.1,1968
СССР,Владимир Самсонов,мюзикл,4255384,32 декабря (мультфильм),5.6,1988
США,"Вольфганг Райтерман,Клайд Джероними,Хэмилтон Ласк","приключения,семейный,комедия",0055254,101 далматинец (мультфильм),7.3,1961
США,Шейн Экер,"драма,ужасы,ститчпанк,постапокалипсис,альтернативная история",0472033,,7.0,2009
Россия,Сергей Меринов,"сказка,фэнтези",1555250,«Что делать?» или Куйгорож,7.4,2007
unknown,unknown,unknown,unknown,Гаджет и Гаджетины,unknown,unknown
"Австралия,Израиль",Татья Розенталь,драматический фильм,0790799,"9,99$",6.7,2008
США,Шейн Экер,"драма,триллер,фэнтэзи",0443424,"9 (мультфильм, 2005)",7.7,2005
США,Николас Рэй,"драма,исторический,военный",0056800,55 дней в Пекине,6.7,1963
unknown,Синъити Мацуми,"драма,фэнтези,школа",unknown,Выдающиеся звери,unknown,unknown
США,Тео Эвгерино,Драма,0426462,50 таблеток,4.9,2006
СССР,Генрих Габай,"драма,приключения",0166942,"49 дней (фильм, 1962)",7.9,1962
Новая Зеландия,Стюарт Мейн,драма,0429482,50 оттенков голубого,5.7,2005
США,Питер Сигал,романтическая комедия,0343660,50 первых поцелуев,6.8,2004
США,Джейсон Коннери,"фантастика,фильм ужасов",1629439,51 (фильм),3.5,2011
США,Гари Леннон,драма,0259822,45-й калибр,5.5,2006
unknown,Кавамура Кэнъити,"приключения,драма,научная фантастика",unknown,Врата;Штейна 0,unknown,"2015,2016,2018,2017,2019"
unknown,"Такуя Сато,Хироси Хамасаки","приключения,романтическая драма,научная фантастика,триллер",unknown,Врата;Штейна,unknown,2009
unknown,"Або Такао ,Масато Дзимбо ,нст",сэйнэн,unknown,Восхождение Героя Щита,unknown,unknown
Италия,"Иджинио Страффи,Симоне Борселли,Кристиана Магрини","фантастика,приключения",1976263,Волшебные Поппикси,5.8,"2010,2011"
США,unknown,комедия,15057532,Волшебные покровители: Ещё волшебнее,2.6,2022
"США,Япония",Карл Ринш,"фэнтези,боевик,драма",1335975,"47 ронинов (фильм, 2013)",6.2,2013
unknown,Юдзи Кумадзава,"приключения,фантастика,мистика,трагедия",unknown,Воскресенье без Бога,unknown,unknown
США,"Сюн Юнь Ким,Джо Хорн,Кэлвин Ли,Сон-хун Ким,Боб Хэчкок,Чжэ Мын Ю,Лешон Томас,Дэн Фосетт,Энтони Белл,Янг Чан Ким,Санг Дае Ким","Экшн,Сатира,Чёрный юмор,Америме",0373732,Гетто (мультсериал),8.5,"2005,2014"
unknown,"Хироси Сасагава,Кацухико Тагути,Кадзуси Номура,Кадзуюки Окасэко","научная фантастика,приключения,меха",unknown,Вольтрон,unknown,unknown
Россия,Антон Ланшаков,"приключения,фантастика",7520722,Герои Энвелла,7.5,"2017,2021"
"Великобритания,Дания",unknown,"Ситком,Приключение",8649544,Героическое приключение доблестного принца Ланселося,7.3,2017
Великобритания,Эндрю Хэйг,драма,3544082,45 лет,7.1,2015
unknown,"Такэо Такахаси,Хидзири Сампэй",,unknown,Волчица и пряности,unknown,2020
Китай,"Гао Юань,Янь Цзисян","мультфильм,комедия,семейный,фэнтези,приключения,боевик",unknown,Волчонок Сиа: Страж Великой стены воинов,unknown,2019
unknown,"Луйс Бальестер,Фумио Курокава,Том Вайнер ,Англ,Вер","приключения,вестерн,стимпанк",unknown,Вокруг света с Вилли Фогом,unknown,unknown
США,"Уильям Ханна,Джозеф Барбера",Фантастика,0061262,Геркулоиды,7.4,"1967,1968"
"США,Великобритания,Франция",unknown,"Боевик,Супергерои",4148744,,5.3,2015
unknown,"Окамура Тэнсай,Такэй Ёсиюки,Сато Икуро,Андо Масахиро,Камбэ Хироюки,Китамура Масаки","приключения,постапокалиптика,трагедия,фантастика,фэнтези,психологическая драма,философия",unknown,Волчий дождь,unknown,2004
unknown,Сигэру Уэда,"приключения,фэнтези,боевик",unknown,Воздушные пираты (манга),unknown,unknown
"США,Франция",Филипп Видал,Ситуационная комедия,1470837,Гарфилд шоу,5.5,"2008,2016"
США,"Джефф Холл ,Том Рэй ,Дэйв Брэйн ,Винцент Дэвис ,Рон Майрик",Ситуационная комедия,0094469,Гарфилд и его друзья,7.2,"1988,1994"
США,unknown,"фантастика,триллер,приключения",0108783,Гаргульи (мультсериал),8.0,"1994,1997"
США,Фил Вайнштейн,"Комедия,Приключения",0138967,Геркулес (мультсериал),6.6,"1998,1999"
США,"Рэй Паттерсон,Артур Дэвис,Оскар Дюфо",Фэнтези,0191149,Галтар и золотое копьё,7.1,"1985,1986"
unknown,Хироси Сайто,"кодомо,фантастика,комедия,приключения",unknown,"Вики, маленький викинг",unknown,unknown
США,"Девин Кларк,Аарон Аугенблик",Комедия,1621748,Гадкие американцы,8.0,"2010,2012"
"США,Канада","Блэр Симмонс,Майкл Мартинес,Даниэль Ифи","мультфильм,спорт,комедия,драма,фэнтези,семейный",4458594,Вспыш и чудо-машинки,5.7,2014
США,unknown,"научное фэнтези,комедийная драма",13714610,Вселенная Стивена: Будущее,7.7,"2019,2020"
США,"Керри Вилксен,Рэнди Майерс","Комедия,приключения,драма,фантастика,повседневность",4839610,Вся правда о медведях,7.9,"2015,2019"
"Канада,Франция,Германия",Филипп Амадор,"фэнтези,комедия",0362384,Вуншпунш,7.4,"2001,2002"
Франция,Фредерик Дибовски и Антуан Шарреирон,"фантастика,спорт",0877105,Галактический футбол,7.7,"2006,2011"
США,"Робертс Ганнауэй,Тони Крейг,Рик Шнайдер-Калабаш",комедия,0198181,Всё о Микки Маусе,7.1,"1999,2000"
США,unknown,фэнтезийный телесериал,0118252,Все псы попадают в рай (мультсериал),6.5,"1996,1998"
США,unknown,"фантастика,фэнтези,драма,комедия,приключения,семейный",3061046,Вселенная Стивена,8.2,"2013,2020"
unknown,"Кёсукэ Микурия,Хаяо Миядзаки","детектив,стимпанк",unknown,Великий детектив Холмс,unknown,unknown
unknown,Осаму Касай,"комедия,махо-сёдзё",unknown,Ведьма Салли,unknown,1990
США,"Кэти МакУэйн,Аллан Джейкобсен",комедийный телесериал,0423657,"Вперёд, Диего, вперёд!",4.3,"2005,2011"
"США,Канада","Эндрю Дункан,Киран Шанхерра","детский телевизионный сериал,приключенческий телесериал,семейный телесериал",10687202,"Вперёд, вперёд! (мультсериал)",7.3,2021
"США,Республика Корея",unknown,"экшн,приключения,фантастика",5580664,Вольтрон: Легендарный защитник,8.1,"2016,2018"
"США,Канада",unknown,"Фэнтези,приключения",0108847,Волшебный школьный автобус,7.8,"1994,1997"
unknown,Тикара Сакураи,"супергерои,боевик,комедия,пародия",unknown,Ванпанчмен,unknown,2015
США,Ларри Лэйчлитер,"комедия,приключения,технофэнтези,постапокалиптика,сюрреализм,абсурд,психология,мелодрама,экспериментальное кино,драма",1305826,Время приключений,8.6,"2010,2018,2020,2021"
unknown,Дзюндзи Нисимура,"боевые искусства,приключения,исторический,мистика,драма,романтика",unknown,Василиск (манга),unknown,unknown
"США,Канада","Гари Конрад,Кен Брюс,Дэйв Томас,Мишель Брайан,Бутч Хартман","комедия,фэнтези,детский,сатира",0235918,Волшебные покровители,7.2,"2001,2017"
unknown,Таити Исидатэ,"драма,повседневность,исторический,стимпанк",unknown,Вайолет Эвергарден,unknown,2020
unknown,Сунао Катабути,"исторический,романтическая драма,повседневность",unknown,В этом уголке мира,unknown,2016
США,Гордон Кент,"комедия,приключения",0272412,Волчонок (мультсериал),5.8,"1986,1987"
Италия,unknown,юмор,0344680,Волк Альберто (мультсериал),6.6,"1997,2002"
США,,"Научная фантастика,Фэнтези",0108928,Воины-скелеты,7.0,"1993,1994"
unknown,"Мори Такэси,Хигути Синдзи,Хирайкэ Ёсимаса",сэйнэн,unknown,Вандред,unknown,2002
"СССР,Россия","Валентин Караваев,выпуски ,Александр Давыдов",сказка,0212593,Возвращение блудного попугая,7.6,"1984,2006"
Израиль,,семейный,1293486,Випо: Приключения летающего пса,6.0,2007
США,Рэй Паттерсон,"научная фантастика,приключения,боевик",0139769,Война гоботов,6.3,"1984,1985"
Италия,Орландо Корради,"фантастика,боевик,триллер,экшн",1883094,Вирус атакует,6.3,2011
"Испания,Тайвань",unknown,"телесериал-экранизация романа,комедийный телесериал",1324007,Вилли Фог 2,6.6,"1993,1995"
США,unknown,фэнтезийный телесериал,7736558,Волшебники: Истории Аркадии,8.0,2020
Великобритания,Джин Флинн ,"Фэнтези,комедия",0159931,Вещие сестрички (мультфильм),6.9,1997
США,Джеймс Такер,"Приключения,Супергероический,Боевик,Научная фантастика",4406248,Виксен (веб-сериал),7.0,"2015,2016"
Великобритания,Сарра Болл,"комедийный телесериал,детский телевизионный сериал,телесериал с компьютерной анимацией",1307510,Весёлые паровозики из Чаггингтона,5.9,"2008,2015"
unknown,"Юки Ясэ ,Тацума Минамикава ","приключения,мистика,научная фантастика",unknown,Бригада пылающего пламени,unknown,unknown
"СССР,Россия",unknown,"Мультипликация,анимация",1291467,Весёлая карусель,7.1,"1969,2017"
"США,Австралия",Том Бартон,Научно-образовательный,0213377,Виджит спешит на помощь,6.8,"1990,1991"
США,unknown,"взрослая анимация,мистерия,комедия ужасов,триллер",14153790,Велма (мультсериал),1.6,2023
unknown,Хироаки Ёсикава,"фэнтези,романтика,комедия",unknown,Братство чёрной крови,unknown,unknown
США,unknown,Анимированный ситком,9140632,Великий север (мультсериал),6.8,2021
США,Алекс Сото,"экшен,трагикомедия,фантастика,приключения,супергеройский",1722512,Великий Человек-паук,7.2,"2012,2017"
Германия,Тони Лойзер,семейный,2415986,Весёлая улица 19,7.7,"2012,2014,2015,2017"
США,unknown,супергеройский мультсериал,16027074,Ваш дружелюбный сосед Человек-паук,None,2024
СССР,Анатолий Солин,мультфильм для взрослых,5894386,Великолепный Гоша,6.9,"1981,1985"
Франция,"Оливье Туллез,Энтони Ру,ака ТОТ","Приключения,Фэнтези,Комедия,Семейный",1807824,Вакфу,8.2,2008
США,unknown,комедия,12879112,Варварка и тролль,7.7,2021
unknown,Асада Юдзи,"боевик,боевые искусства,спокон",unknown,Боец Баки,unknown,1994
Япония,Осаму Дэдзаки,Аниме,10955388,В начале: Библейские истории,7.7,1997
unknown,"Нориюки Абэ,Томохиса Тагути","боевик,городское фэнтези,сёнэн",unknown,Блич,unknown,unknown
unknown,Итиро Итано,"приключения,научная фантастика,меха,драма",unknown,Блассрейтер,unknown,unknown
Россия,"Анастасия Головань,Албена Дюлгерова,Леонид Шмельков,Вероника Фёдорова,Лиза Скворцова,Ришат Гильметдинов,Дарина Шмидт","приключения,семейный,комедия",4628864,Везуха!,7.1,"2010,2019"
США,"Дэн Риба,Курт Геда,Батч Лукич,Джеймс Такер,Юкио Судзуки,Кан-Вон Лим","приключения,киберпанк,детектив,боевик,фантастика",0147746,Бэтмен будущего,8.1,"1999,2001"
США,"Бойд Кирклэнд,Кент Баттерворт,Кевин Алтьери,Дэн Риба,Брюс Тимм,Фрэнк Паур,Дик Себаст,Эрик Радомски","нуар,фантастика,приключения,детектив,боевик",0103359,"Бэтмен (мультсериал, 1992)",9.0,"1992,1995"
КНДР,"Ким Джун Ок,Ким Гван Сон,То Чхоль,Ким Ён Чхоль,О Син Хёк,Юн Ён Гиль,Ке Хын,Ли Чхоль","военная,драма,боевик",5404966,Бурундук и Ёжик,4.5,"1977,2012"
США,unknown,"Супергерой,Научная фантастика,Комедия",13622958,Бэймакс!,7.2,2022
США,unknown,"приключения,боевик,триллер",0398417,"Бэтмен (мультсериал, 2004)",7.4,"2004,2008"
Великобритания,Ник Парк,ситком,0324742,В мире животных (мультсериал),7.9,"1989,2003,2006"
Франция,"Тома Сабо,Элен Жиро","Семейный,комедия",0891396,Букашки (мультсериал),8.3,"2006,2008"
США,Тимоти Бьорклунд,"комедия,мультфильм,абсурд,приключения",0423621,Брэнди и Мистер Вискерс,6.3,"2004,2006"
,"Бен Джонс,Брэндон Виетти,Майкл Ченг",экшен,1213218,Бэтмен: Отважный и смелый,7.3,"2008,2011"
Россия,"Алексей Миронов,Дмитрий Лазарев","Детский детектив,комедия,образовательный",7983914,Бумажки,5.6,"2015,2016"
Россия,"Лиза Скворцова,и др",азбука,15977332,Буквальные истории,None,"2012,2014"
США,"Эрни Шмидт ,Эд Фридман ,Билл Нюнс","космический вестерн,научная фантастика,экшн",0127471,Брэйвстар (мультсериал),7.0,"1987,1988"
США,"Зак Монкриф,Род Амадор,Карл Фаруоло,Майк Холлингсворт","ситком,чёрный юмор,сатира,комедия абсурда",2022713,Бриклберри,7.3,"2012,2015"
США,unknown,"экшен комедия,Мультфильм,Пародия",0417373,Братья Вентура,8.6,"2003,2020"
США,unknown,Кинокомедия,4215734,"Будь классным, Скуби-Ду!",6.7,"2015,2018"
unknown,unknown,unknown,unknown,Бен-10: Омниверс,unknown,unknown
США,"Кимберли Миллс ,Джим Мортенсен ,Джефф ДеГрандис ,Кайл Несуолд",комедия,11947288,Большой Нейт,6.9,2022
Польша,"Владислав Нехребецкий,Станислав Дюльц,Альфред Ледвиг,и другие",приключения,0146370,Болек и Лёлек,7.0,"1962,1986"
США,Тим Хилл,"комедия,приключения",0475182,"Боевая команда, вперёд!",8.1,"1996,2002"
США,unknown,"Приключения,Супергероический,Боевик,Научная фантастика",5957358,Борцы за свободу: Луч,6.0,"2017,2018"
unknown,"Синдзи Арамаки,Кэндзи Камияма",научная фантастика,unknown,Бегущий по лезвию: Чёрный лотос,unknown,unknown
unknown,Юитиро Хаяси,"драма,психологический триллер",unknown,,unknown,unknown
"США,Канада",Робин Бадд,"фэнтези,чёрная комедия",0096543,Битлджус (мультсериал),7.3,"1989,1991"
unknown,"Кэнъити Касаи,Нориаки Акитая","романтическая комедия,повседневность",unknown,Бакуман,unknown,unknown
Китай,Ли Хаолин,Сянься,13375866,Благословение небожителей,8.2,2020
"США,Республика Корея",unknown,"детский,обучающий,семейный",10518284,Большое шоу Акулёнка,3.1,2020
unknown,unknown,unknown,unknown,Бакуган,unknown,unknown
unknown,Фуминори Кидзаки,"самураи,боевик,чёрная комедия,технофэнтези",unknown,Афросамурай,unknown,unknown
"Чехия,Чехословакия",Вацлав Бедржих,"комедийный телесериал,мультфильм,комедийный фильм,семейный фильм",0924168,Боб и Бобек,8.0,"1979,2005"
"Австралия,Великобритания,США",unknown,"комедийный телесериал,детский телевизионный сериал",7678620,Блуи,9.4,2018
Великобритания,"Невилл Эстли,Марк Бейкер",unknown,0244898,Большие рыцари,8.3,"1999,2000"
"США,Канада",Дэнни Антонуччи,Чёрный юмор,0158522,Братья Грунт,3.0,"1994,1995"
Великобритания,"Лиз Уитакер,Сара Болл ,Брайан Литтл",Комедия,0262151,Боб-строитель,5.6,"1998,2011"
unknown,Осаму Кобаяси,"романтика,драма",unknown,Ателье «Paradise Kiss»,unknown,unknown
"США,Великобритания","Фрэнк Грешам,Бекки Бристоу","мультфильм,комедия,фэнтези",0299278,Близнецы Крамп,6.1,"2001,2006"
Бразилия,Рубенс Белли,Приключения,8365266,Борис и Руфус,8.7,2018
США,Ларри Лэйчлитер,"комедия,фэнтези,фантастика,сюрреализм,драма,приключения",4163486,Би и ПаппиКэт,8.2,"2013,2016"
США,"Майк Джадж,Иветт Каплан","сатира,чёрная комедия,взрослая анимация",0105950,Бивис и Баттхед,7.5,"1993,1997,2011,2022"
unknown,Киндзи Ёсимото,сэйнэн,unknown,Арифурэта: Сильнейший ремесленник в мире,unknown,unknown
unknown,Хироси Нисикиори,"научная фантастика,романтика",unknown,Арена Ангелов,unknown,unknown
Россия,unknown,ситком,1790034,Бизнес по-русски,8.1,2010
США,unknown,"научная фантастика,мистика,приключения,комедия,драма,фэнтези,экшн,семейный,романтика,триллер",8146754,Бесконечный поезд,8.4,"2019,2021"
Франция,unknown,"интерактивное кино,комедийный телесериал",3105674,Бешеные кролики: Вторжение,5.4,2013
unknown,unknown,unknown,unknown,Анимагия (мультсериал),unknown,unknown
"Испания,Франция,Республика Корея,mw-parser-output ,ts-fix-template{white-space,nowrap},ts-fix-error{font-size,inherit},media screen{,ts-fix-text{border,px solid ,box-decoration-break,clone,margin,em,padding,transition,background ,s},ts-fix-text,hover{background,fee,}},media screen and ,hover,ts-fix-comment,ts-fix-commented,not,{border-bottom,px dotted,text-decoration,none}}","Хосе Луис Уча,Клаудио Бьерн Лливирья","Чёрный юмор,Ситком",0891369,Бернард (мультсериал),6.1,"2006,2012"
США,"Джефф ДеГрандис,англ,рус","комедия,чёрный юмор",0275849,Бешеный Джек Пират,8.6,"1998,1999"
"Канада,США",unknown,"Боевик,Приключение,Научная фантастика,Супергеройская фантастика",0115108,Битвы Зверей,8.1,"1996,1999"
США,"Себастьян Монтес ,Скутер Тидвелл и другие","боевик,приключения,научная фантастика,супергероика",0760437,"Бен-10 (мультсериал, 2005)",7.5,"2005,2008"
США,unknown,"Комедия,Приключения,Семейный фильм",0280233,Бетховен (мультсериал),5.2,1994
Россия,"Инна Евланникова,Алексей Некрасов,Владислав Байрамгулов,Дина Мальцева,Андрей Рубецкой,Екатерина Шабанова,Сергей Антонов","Исторический ,мультсериал,комедия,приключения",3862108,Белка и Стрелка. Озорная семейка,6.0,"2011,2017"
unknown,Томохиса Тагути,"боевик,приключения,научная фантастика,киберпанк",unknown,Акудама Драйв,unknown,unknown
Венгрия,Аттила Даргаи,"историческая,комедия",unknown,Ангел Артур,unknown,1959
unknown,unknown,unknown,unknown,Адский босс,unknown,unknown
Великобритания,"Ричард Голезовски,Кристофер Сейдлер","анимация,комедия,семейный",0983983,Барашек Шон,8.2,2007
США,"Дэн Риба ,Батч Лукич и другие","экшен,семейный,фантастика",1622696,Бен-10: Инопланетная сверхсила,7.7,"2010,2012"
США,"Дэн Риба ,Батч Лукич и другие","экшен,семейный,фантастика",1192169,Бен-10: Инопланетная сила,7.4,"2008,2010"
США,Колин Хек,"боевик,фантастика,комедия",6148376,"Бен-10 (мультсериал, 2016)",2.8,"2016,2021"
unknown,Сатоси Кон,"психологический триллер,мистика,сатира,драма",unknown,Агент Паранойи,unknown,unknown
"Канада,США,Франция",Лора Шеперд,"ужасы,триллер,комедия,научная фантастика,мультфильм",0122837,Байки Хранителя склепа,7.5,"1993,2000"
unknown,"Нисидзима Кацухико,Сугияма Кэйити,Мураяма Ясуси,Судзуки Каору","комедия,боевик,этти",unknown,Агент Наджика,unknown,unknown
unknown,Тосимаса Исии,сэйнэн,unknown,,unknown,unknown
unknown,Хиро Кабураги,"драма,триллер,исторический,трагедия",unknown,,unknown,unknown
unknown,"Ямага Хироюки,Масухара Мицуюки","комедия,пародия,фантастика,приключения",unknown,Абэнобаси: волшебный торговый квартал,unknown,unknown
США,"Роб Гиббс,Джон Лассетер,Виктор Нэвон","приключение,семейный фильм,комедия",1384816,Байки Мэтра,6.8,"2008,2012"
unknown,Кодзи Моримото,фэнтези,unknown,,unknown,unknown
США,unknown,документальный,7212136,Байки из турне,8.6,"2017,2018"
Россия,Алексей Лебедев,"ситком,постапокалиптика,комедийный телесериал",3413036,Атомный лес,7.7,"2012,2014"
unknown,Масами Симода,unknown,unknown,,unknown,unknown
"Канада,Франция,Япония,США",Дейл Сотт,комедийный телесериал,0156200,"Бабар (мультсериал, 1989)",6.4,"1989,1991"
"США,Франция","Паскаль Шаррю,Арно Делор","фэнтези,научное фэнтези,стимпанк,приключения,боевик,драма",11126994,Аркейн (мультсериал),9.0,2021
Россия,"Сериал,Екатерина Салабай,Елена Галдобина,Серии,Действующие,Фёдор Дмитриев,Алексей Пичужин,Дмитрий Яковенко","мультфильм,комедия,семейный",3968624,Барбоскины,5.3,2011
unknown,Наоюки Конно,боевик,unknown,009-1,unknown,unknown
США,unknown,"Научпоп,компьютерная анимация",1327845,Армагеддон животных,7.3,2009
unknown,Нобухиро Такамото,"приключения,мистика,военная ,драма",unknown,,unknown,unknown
unknown,Хидэки Окамото,"романтическая комедия,школа",unknown,,unknown,unknown
Франция,"Жан-Сезар Сухорски ,фр",фантастика,0443301,Аргай (мультсериал),8.0,"2000,2001"
unknown,Тосифуми Такидзава,"меха,самураи,приключения",unknown,7 самураев,unknown,unknown
unknown,Коити Масимо,"киберпанк,приключения",unknown,,unknown,unknown
"Канада,Франция",Дейл Сотт,"фантастика,супергеройский,приключения,комедия,мультфильм",0424603,Атомная Бетти,5.5,"2004,2008"
США,"Берт Ян,Дерек Кирк Ким","приключения,комедия,фэнтези",8050740,Амфибия (мультсериал),8.3,"2019,2022"
"США,Канада",,"семейный,приключения",0221172,Американские легенды Фейвела,6.2,1992
Франция,Мёбиус,"фантастический,анимационный сериал",0292760,Арзак (мультфильм),7.2,2003
СССР,Ефрем Пружанский,сказка,0211191,"Алиса в Стране чудес (мультфильм, 1981)",7.6,1981
Россия,"Игорь Ковалёв,Ольга Баулина,Ян Сысоев,Марина Нефёдова,Виктор Глухушин,Николай Козлов,Жанна Бекмамбетова,Анна Поздеева,Павел Антоненков,Лев Некрасов,Александр Люткевич,Станислав Шахов,Александр Кубах","фантастика,приключения",3772478,"Алиса знает, что делать!",6.2,"2013,2016"
СССР,Ефрем Пружанский,сказка,0211192,"Алиса в Зазеркалье (мультфильм, 1982)",7.6,1982
США,unknown,ситком,0397306,Американский папаша!,7.4,2005
США,"Кристиан Роман,Николас Филиппи,Стив Лотер","комедия,приключения,фэнтези,семейный",0429305,Американский дракон: Джейк Лонг,6.6,"2005,2007"
США,"Ричард Рэйнис ,Дэн Риба","комедия,приключения",0365971,Альф (мультсериал),6.0,"1987,1989"
"Франция,Великобритания",,"Семейный,комедия,приключения",1176258,Альберт — пятый мушкетёр,6.7,"1994,1995"
США,Алан Заслов,"боевик,приключения,фэнтези",0105935,Аладдин (мультсериал),7.3,"1994,1995"
США,"Бернард Дерриман,Тайри Диллихей,Уэсли Арчер,и др","ситком,комедия",1790914,Аллен Грегори,4.2,2011
СССР,Иван Уфимцев,Комедия,0211896,38 попугаев,7.4,"1976,1991"
США,"Рэй Паттерсон,Артур Дэвис","Ужасы,Приключения,Комедия",0088628,13 призраков Скуби-Ду,7.3,1985
"Австралия,США",Лэйф Грэм,"комедия,приключения,семейный",0364783,80 дней вокруг света (мультфильм),7.6,"1972,1973"
Великобритания,unknown,мультфильм,0386224,38 обезьян,8.5,"2003,2005"
США,"Аарон Эхаз,Лорен Макмаллан,Дэйв Филони,Джанкарло Вольпе,Итан Сполдинг,Хоаким Дос Сантос,Энтони Лиои,Майкл Данте Димартино","боевик,приключения,комедийная драма,фэнтези",0417299,Аватар: Легенда об Аанге,9.3,"2005,2008"
США,Ив Симоно,"боевик,драма,криминал",0362389,44 минуты,6.3,2003
США,"Рик Шнайдер ,Кен Бойер ,Виктор Кук ,Питер Ферк ,Келли Уорд","семейный,комедия,приключения",0144700,101 далматинец (мультсериал),6.1,"1997,1998"
США,"Ллойд Бэкон,Басби Беркли,муз,номера","комедия,мюзикл,мелодрама",0024034,42-я улица (фильм),7.3,1933
Республика Корея,Кан Джегю,"драма,боевик,военный",0386064,38-я параллель (фильм),8.0,2004
США,"Альфред Гимено ,Джефф Гордон ,Чарльз Виссер ","семейный,приключения,комедия,мюзикл",2219622,7 гномов (мультсериал),5.7,"2014,2016"
Венгрия,Карой Макк,"исторический фильм,военный,экранизация",0052531,39-я бригада (фильм),6.8,1959
Гонконг,Чэнь Чжихуа,"боевик,комедия,драма",0076661,36 безумных кулаков,5.0,1977
США,Брайан Хелгеленд,"драма,спортивный фильм",0453562,42 (фильм),7.5,2013
США,Майкл Леманн,кинокомедия,0243736,40 дней и 40 ночей,5.6,2002
Канада,unknown,ситком,0439341,6teen,7.5,"2004,2010"
СССР,Андрей Малюков,Фильм-катастрофа,0081967,34-й скорый,6.3,1981
Азербайджан,Эльчин Мусаоглу,драма,1441366,40-я дверь,7.8,2009
Россия,Александр Муратов,"комедия,фантастика",0417390,32 декабря (фильм),5.0,2004
"США,Чили,Колумбия",Патрисия Ригген,драма,2006295,33 (фильм),6.9,2015
"Мексика,Испания",Ригоберто Кастаньеда,"ужасы,мистика",0460485,31-й километр,5.3,2006
США,Крэйг Мосс,"комедийный,фильм ужасов",2417650,30 ночей паранормального явления с одержимой девушкой с татуировкой дракона,2.6,2012
Россия,Александр Галибин,"детектив,триллер",13374330,"40 (фильм, 2007)",5.8,2007
США,Ли Рой Майерс,порнофильм,1499909,30 Rock: A XXX Parody,6.3,2009
Россия,Татьяна Капитан,"комедия,мелодрама",5437194,30 свиданий,5.0,2016
Канада,Дени Вильнёв,"драма,мелодрама",0156248,32-е августа на Земле,6.5,1998
США,Роб Зомби,Фильм ужасов,3835080,31 (фильм),5.1,2016
"США,Новая Зеландия",Дэвид Слейд,"ужасы,драма,триллер",0389722,30 дней ночи,6.6,2007
США,Бен Кетай,"триллер,фильм ужасов",1320304,30 дней ночи: Тёмные времена,4.3,2010
Швеция,Андерс Банке,"фильм ужасов,комедия",0454457,30 дней до рассвета,5.5,2006
США,Питер Хатчингс,независимый кинематограф,4859168,30 безумных желаний,6.9,2018
"Франция,Германия,США",Брюно Дюмон,"драма,роуд-муви",0315110,"29 пальм (фильм, 2003)",5.1,2003
США,Бетти Томас,"драма,комедия",0191754,28 дней,6.1,2000
"Великобритания,США,Испания",Хуан Карлос Фреснадильо,"постапокалиптический,фильм ужасов",0463854,28 недель спустя,6.9,2007
Россия,Леонид Андронов,"драма,музыкальный фильм",2153518,29 километр (фильм),8.7,2012
Великобритания,Дэнни Бойл,"постапокалиптический,фильм ужасов",0289043,28 дней спустя,7.5,2002
США,Джордж Галло,"комедия,драма",0101252,"29-я улица (фильм, 1991)",7.2,1991
СССР,Леонид Квинихидзе,"музыкальный фильм,мюзикл,фэнтези",0077114,31 июня (фильм),7.3,1978
"Грузия,Франция,Германия,Россия",Нана Джорджадзе,"комедия,драма,мелодрама",0246405,27 украденных поцелуев,6.6,2000
